Game,Relation,Figure,Species,Console,Year,Sales
super mario world,CHARACTER_IN,morton koopa jr.,koopa,Arcade,1993,26.07
mario is missing!,CHARACTER_IN,morton koopa jr.,koopa,SNES,1993,
mario is missing!,CHARACTER_IN,morton koopa jr.,koopa,PC,1993,
mario is missing!,CHARACTER_IN,morton koopa jr.,koopa,NES,1993,
yoshi's safari,CHARACTER_IN,morton koopa jr.,koopa,SNES,1993,
super mario all-stars,CHARACTER_IN,morton koopa jr.,koopa,SNES,1993,10.55
super mario all-stars + super mario world,CHARACTER_IN,morton koopa jr.,koopa,SNES,1994,
hotel mario,CHARACTER_IN,morton koopa jr.,koopa,Philips CD-i,1994,
super mario world: super mario advance 2,CHARACTER_IN,morton koopa jr.,koopa,GBA,2001,
super mario advance 4: super mario bros. 3,CHARACTER_IN,morton koopa jr.,koopa,GBA,2003,
mario & luigi: superstar saga,CHARACTER_IN,morton koopa jr.,koopa,GBA,2003,2.17
new super mario bros. wii,CHARACTER_IN,morton koopa jr.,koopa,Wii,2009,28.32
super mario all-stars limited edition,CHARACTER_IN,morton koopa jr.,koopa,Wii,2010,
new super mario bros. 2,CHARACTER_IN,morton koopa jr.,koopa,3DS,2012,9.9
new super mario bros. u,CHARACTER_IN,morton koopa jr.,koopa,WiiU,2012,5.22
new super luigi u,CHARACTER_IN,morton koopa jr.,koopa,WiiU,2013,2.24
mario kart 8,CHARACTER_IN,morton koopa jr.,koopa,WiiU,2014,14.18
super smash bros. for nintendo 3ds,CHARACTER_IN,morton koopa jr.,koopa,3DS,2014,
super smash bros. for wii u,CHARACTER_IN,morton koopa jr.,koopa,WiiU,2014,
puzzle & dragons: super mario bros. edition,CHARACTER_IN,morton koopa jr.,koopa,3DS,2015,
mario & luigi: paper jam,CHARACTER_IN,morton koopa jr.,koopa,3DS,2015,0.76
minecraft: wii u edition,CHARACTER_IN,morton koopa jr.,koopa,WiiU,2015,
paper mario: color splash,CHARACTER_IN,morton koopa jr.,koopa,WiiU,2016,0.42
mario kart 8 deluxe,CHARACTER_IN,morton koopa jr.,koopa,Switch,2017,
minecraft: nintendo switch edition,CHARACTER_IN,morton koopa jr.,koopa,Switch,2017,
mario & luigi: superstar saga + bowser's minions,CHARACTER_IN,morton koopa jr.,koopa,3DS,2017,
minecraft: new nintendo 3ds edition,CHARACTER_IN,morton koopa jr.,koopa,3DS,2017,
minecraft: bedrock edition,CHARACTER_IN,morton koopa jr.,koopa,Switch,2018,
super smash bros. ultimate,CHARACTER_IN,morton koopa jr.,koopa,Switch,2018,
mario & luigi: bowser's inside story + bowser jr.'s journey,CHARACTER_IN,morton koopa jr.,koopa,3DS,2018,
new super mario bros. u deluxe,CHARACTER_IN,morton koopa jr.,koopa,Switch,2019,
mario kart tour,CHARACTER_IN,morton koopa jr.,koopa,Mobile,2019,
mario kart live: home circuit,CHARACTER_IN,morton koopa jr.,koopa,Switch,2020,
dr. mario world,CHARACTER_IN,morton koopa jr.,koopa,Mobile,2019,
nintendo world championships: nes edition,CHARACTER_IN,morton koopa jr.,koopa,Switch,2024,
super smash bros. melee,CHARACTER_IN,mr. game & watch,,GC,2001,14.14
game & watch gallery 4,CHARACTER_IN,mr. game & watch,,GBA,2002,1.22
"warioware, inc.: mega party game$!",CHARACTER_IN,mr. game & watch,,GC,2003,
warioware: twisted!,CHARACTER_IN,mr. game & watch,,GBA,2004,0.74
warioware: touched!,CHARACTER_IN,mr. game & watch,,DS,2004,
warioware: smooth moves,CHARACTER_IN,mr. game & watch,,Wii,2006,2.89
super smash bros. brawl,CHARACTER_IN,mr. game & watch,,Wii,2008,12.84
donkey kong country returns,CHARACTER_IN,mr. game & watch,,Wii,2010,8.33
donkey kong country returns 3d,CHARACTER_IN,mr. game & watch,,3DS,2013,
super smash bros. for nintendo 3ds,CHARACTER_IN,mr. game & watch,,3DS,2014,
super smash bros. for wii u,CHARACTER_IN,mr. game & watch,,WiiU,2014,
yoshi's woolly world,CHARACTER_IN,mr. game & watch,,WiiU,2015,1.3
super mario maker,CHARACTER_IN,mr. game & watch,,WiiU,2015,3.21
poochy & yoshi's woolly world,CHARACTER_IN,mr. game & watch,,3DS,2017,
super mario odyssey,CHARACTER_IN,mr. game & watch,,Switch,2017,
warioware gold,CHARACTER_IN,mr. game & watch,,3DS,2018,
super smash bros. ultimate,CHARACTER_IN,mr. game & watch,,Switch,2018,
warioware: get it together!,CHARACTER_IN,mr. game & watch,,Switch,2021,
donkey kong country returns hd,CHARACTER_IN,mr. game & watch,,Switch,2025,
new super mario bros. u,CHARACTER_IN,nabbit,rabbit,WiiU,2012,5.22
new super luigi u,CHARACTER_IN,nabbit,rabbit,WiiU,2013,2.24
mario golf: world tour,CHARACTER_IN,nabbit,rabbit,3DS,2014,0.48
super smash bros. for wii u,CHARACTER_IN,nabbit,rabbit,WiiU,2014,
mario party 10,CHARACTER_IN,nabbit,rabbit,WiiU,2015,1.58
mario & luigi: paper jam,CHARACTER_IN,nabbit,rabbit,3DS,2015,0.76
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,nabbit,rabbit,WiiU,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,nabbit,rabbit,3DS,2016,0.8700000000000001
super mario party,CHARACTER_IN,nabbit,rabbit,Switch,2018,
super smash bros. ultimate,CHARACTER_IN,nabbit,rabbit,Switch,2018,
mario & luigi: bowser's inside story + bowser jr.'s journey,CHARACTER_IN,nabbit,rabbit,3DS,2018,
new super mario bros. u deluxe,CHARACTER_IN,nabbit,rabbit,Switch,2019,
dr. mario world,CHARACTER_IN,nabbit,rabbit,Mobile,2019,
mario kart tour,CHARACTER_IN,nabbit,rabbit,Mobile,2019,
super mario bros. wonder,CHARACTER_IN,nabbit,rabbit,Switch,2023,
super mario party jamboree,CHARACTER_IN,nabbit,rabbit,Switch,2024,
mario kart world,CHARACTER_IN,nabbit,rabbit,Switch 2,2025,
game & watch gallery,CHARACTER_IN,octopus,,GB,1997,1.0
game & watch gallery 4,CHARACTER_IN,octopus,,GBA,2002,1.22
warioware: smooth moves,CHARACTER_IN,octopus,,Wii,2006,2.89
super smash bros. brawl,CHARACTER_IN,octopus,,Wii,2008,12.84
nintendo land,CHARACTER_IN,octopus,,WiiU,2012,4.42
super smash bros. for nintendo 3ds,CHARACTER_IN,octopus,,3DS,2014,
super smash bros. for wii u,CHARACTER_IN,octopus,,WiiU,2014,
super smash bros. ultimate,CHARACTER_IN,octopus,,Switch,2018,
mario & sonic at the olympic games,CHARACTER_IN,omochao,robotic  chao,Wii,2007,13.08
mario & sonic at the olympic games,CHARACTER_IN,omochao,robotic  chao,DS,2008,13.08
mario & sonic at the olympic winter games,CHARACTER_IN,omochao,robotic  chao,Wii,2009,7.99
mario & sonic at the olympic winter games,CHARACTER_IN,omochao,robotic  chao,DS,2009,7.99
mario & sonic at the london 2012 olympic games,CHARACTER_IN,omochao,robotic  chao,Wii,2011,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,omochao,robotic  chao,3DS,2012,4.9
mario & sonic at the sochi 2014 olympic winter games,CHARACTER_IN,omochao,robotic  chao,WiiU,2013,0.78
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,omochao,robotic  chao,WiiU,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,omochao,robotic  chao,3DS,2016,0.8700000000000001
mario & sonic at the olympic games tokyo 2020,CHARACTER_IN,omochao,robotic  chao,Switch,2019,
yoshi's story,CHARACTER_IN,pak e. derm,elephant,N64,1997,2.85
super smash bros. melee,CHARACTER_IN,pak e. derm,elephant,GC,2001,14.14
super smash bros. brawl,CHARACTER_IN,pak e. derm,elephant,Wii,2008,12.84
super smash bros. ultimate,CHARACTER_IN,pak e. derm,elephant,Switch,2018,
donkey kong,CHARACTER_IN,pauline,human,Arcade,1981,5.66
donkey kong,CHARACTER_IN,pauline,human,Intellivision,1982,5.66
donkey kong,CHARACTER_IN,pauline,human,ColecoVision,1982,5.66
donkey kong,CHARACTER_IN,pauline,human,2600,1982,5.66
donkey kong,CHARACTER_IN,pauline,human,Game & Watch,1982,5.66
donkey kong,CHARACTER_IN,pauline,human,Other Handheld,1982,5.66
donkey kong,CHARACTER_IN,pauline,human,PC,1983,5.66
donkey kong,CHARACTER_IN,pauline,human,Other Computer,1983,5.66
donkey kong,CHARACTER_IN,pauline,human,Atari 8-bit,1983,5.66
donkey kong,CHARACTER_IN,pauline,human,NES,1983,5.66
donkey kong,CHARACTER_IN,pauline,human,Other Computer,1984,5.66
donkey kong,CHARACTER_IN,pauline,human,PC,1984,5.66
donkey kong,CHARACTER_IN,pauline,human,PC,1986,5.66
donkey kong,CHARACTER_IN,pauline,human,Atari 7800,1988,5.66
donkey kong,CHARACTER_IN,pauline,human,famicom disk system,1988,5.66
donkey kong,CHARACTER_IN,pauline,human,GB,1994,5.66
donkey kong,CHARACTER_IN,pauline,human,Game & Watch,1994,5.66
crazy kong,CHARACTER_IN,pauline,human,Arcade,1981,
crazy kong part ii,CHARACTER_IN,pauline,human,Arcade,1981,
pinball,CHARACTER_IN,pauline,human,NES,1984,1.85
vs. pinball,CHARACTER_IN,pauline,human,Arcade,1984,
donkey kong classics,CHARACTER_IN,pauline,human,NES,1988,1.56
game & watch gallery 2,CHARACTER_IN,pauline,human,GBC,1997,1.22
donkey kong 64,CHARACTER_IN,pauline,human,N64,1999,5.27
game & watch gallery 4,CHARACTER_IN,pauline,human,GBA,2002,1.22
"warioware, inc.: mega microgame$!",CHARACTER_IN,pauline,human,GBA,2003,
"warioware, inc.: mega party game$!",CHARACTER_IN,pauline,human,GC,2003,
classic nes series: donkey kong,CHARACTER_IN,pauline,human,GBA,2004,0.73
tetris ds,CHARACTER_IN,pauline,human,DS,2006,2.1
game & watch collection,CHARACTER_IN,pauline,human,DS,2006,
mario vs. donkey kong 2: march of the minis,CHARACTER_IN,pauline,human,DS,2006,1.19
super smash bros. brawl,CHARACTER_IN,pauline,human,Wii,2008,12.84
warioware: d.i.y. showcase,CHARACTER_IN,pauline,human,Wii,2009,
mario vs. donkey kong: minis march again!,CHARACTER_IN,pauline,human,DS,2009,
mario vs. donkey kong: mini-land mayhem!,CHARACTER_IN,pauline,human,DS,2010,2.67
nintendo land,CHARACTER_IN,pauline,human,WiiU,2012,4.42
mario and donkey kong: minis on the move,CHARACTER_IN,pauline,human,3DS,2013,
nes remix,CHARACTER_IN,pauline,human,WiiU,2013,0.28
nes remix pack,CHARACTER_IN,pauline,human,WiiU,2014,
ultimate nes remix,CHARACTER_IN,pauline,human,3DS,2014,0.27
mario vs. donkey kong: tipping stars,CHARACTER_IN,pauline,human,WiiU,2015,0.06999999999999999
super mario odyssey,CHARACTER_IN,pauline,human,Switch,2017,
super mario run,CHARACTER_IN,pauline,human,Mobile,2016,
super mario run,CHARACTER_IN,pauline,human,Mobile,2017,
captain toad: treasure tracker,CHARACTER_IN,pauline,human,WiiU,2014,1.19
captain toad: treasure tracker,CHARACTER_IN,pauline,human,Switch,2018,1.19
warioware gold,CHARACTER_IN,pauline,human,3DS,2018,
super smash bros. ultimate,CHARACTER_IN,pauline,human,Switch,2018,
tetris 99,CHARACTER_IN,pauline,human,Switch,2019,
mario kart tour,CHARACTER_IN,pauline,human,Mobile,2019,
mario golf: super rush,CHARACTER_IN,pauline,human,Switch,2021,
nintendo world championships: nes edition,CHARACTER_IN,pauline,human,Switch,2024,
super mario party jamboree,CHARACTER_IN,pauline,human,Switch,2024,
mario kart world,CHARACTER_IN,pauline,human,Switch 2,2025,
donkey kong bananza,CHARACTER_IN,pauline,human,Switch 2,2025,
warioware: smooth moves,CHARACTER_IN,penny,human,Wii,2006,2.89
super smash bros. brawl,CHARACTER_IN,penny,human,Wii,2008,12.84
warioware: d.i.y.,CHARACTER_IN,penny,human,DS,2009,
game & wario,CHARACTER_IN,penny,human,WiiU,2013,0.23
rhythm heaven megamix,CHARACTER_IN,penny,human,3DS,2015,
warioware gold,CHARACTER_IN,penny,human,3DS,2018,
warioware: get it together!,CHARACTER_IN,penny,human,Switch,2021,
tetris 99,CHARACTER_IN,penny,human,Switch,2019,
warioware: move it!,CHARACTER_IN,penny,human,Switch,2023,
super mario sunshine,CHARACTER_IN,petey piranha,piranha plant,GC,2002,6.31
mario golf: toadstool tour,CHARACTER_IN,petey piranha,piranha plant,GC,2003,1.53
mario kart: double dash!!,CHARACTER_IN,petey piranha,piranha plant,GC,2003,13.9
mario pinball land,CHARACTER_IN,petey piranha,piranha plant,GBA,2004,0.69
mario power tennis,CHARACTER_IN,petey piranha,piranha plant,GC,2004,1.22
yakuman ds,CHARACTER_IN,petey piranha,piranha plant,DS,2005,
mario superstar baseball,CHARACTER_IN,petey piranha,piranha plant,GC,2005,1.46
super princess peach,CHARACTER_IN,petey piranha,piranha plant,DS,2005,1.03
mario & luigi: partners in time,CHARACTER_IN,petey piranha,piranha plant,DS,2005,1.29
new super mario bros.,CHARACTER_IN,petey piranha,piranha plant,DS,2006,29.8
mario hoops 3-on-3,CHARACTER_IN,petey piranha,piranha plant,DS,2006,
mario strikers charged,CHARACTER_IN,petey piranha,piranha plant,Wii,2007,2.58
super smash bros. brawl,CHARACTER_IN,petey piranha,piranha plant,Wii,2008,12.84
mario kart wii,CHARACTER_IN,petey piranha,piranha plant,Wii,2008,35.52
mario super sluggers,CHARACTER_IN,petey piranha,piranha plant,Wii,2008,1.89
new play control! mario power tennis,CHARACTER_IN,petey piranha,piranha plant,Wii,2009,1.46
mario sports mix,CHARACTER_IN,petey piranha,piranha plant,Wii,2010,2.08
paper mario: sticker star,CHARACTER_IN,petey piranha,piranha plant,3DS,2012,2.3
mario party 10,CHARACTER_IN,petey piranha,piranha plant,WiiU,2015,1.58
puzzle & dragons: super mario bros. edition,CHARACTER_IN,petey piranha,piranha plant,3DS,2015,
mario & luigi: paper jam,CHARACTER_IN,petey piranha,piranha plant,3DS,2015,0.76
minecraft: wii u edition,CHARACTER_IN,petey piranha,piranha plant,WiiU,2015,
mario party: star rush,CHARACTER_IN,petey piranha,piranha plant,3DS,2016,0.3
paper mario: color splash,CHARACTER_IN,petey piranha,piranha plant,WiiU,2016,0.42
minecraft: nintendo switch edition,CHARACTER_IN,petey piranha,piranha plant,Switch,2017,
mario party: the top 100,CHARACTER_IN,petey piranha,piranha plant,3DS,2017,
minecraft: new nintendo 3ds edition,CHARACTER_IN,petey piranha,piranha plant,3DS,2017,
minecraft: bedrock edition,CHARACTER_IN,petey piranha,piranha plant,Switch,2018,
mario tennis aces,CHARACTER_IN,petey piranha,piranha plant,Switch,2018,
super smash bros. ultimate,CHARACTER_IN,petey piranha,piranha plant,Switch,2018,
super mario 3d all-stars,CHARACTER_IN,petey piranha,piranha plant,Switch,2020,
dr. mario world,CHARACTER_IN,petey piranha,piranha plant,Mobile,2019,
mario party superstars,CHARACTER_IN,petey piranha,piranha plant,Switch,2021,
mario kart tour,CHARACTER_IN,petey piranha,piranha plant,Mobile,2019,
mario kart 8 deluxe,CHARACTER_IN,petey piranha,piranha plant,Switch,2017,
warioware: move it!,CHARACTER_IN,petey piranha,piranha plant,Switch,2023,
super mario party jamboree,CHARACTER_IN,petey piranha,piranha plant,Switch,2024,
mario kart 8,CHARACTER_IN,pink gold peach,,WiiU,2014,14.18
mario sports superstars,CHARACTER_IN,pink gold peach,,3DS,2017,
mario kart 8 deluxe,CHARACTER_IN,pink gold peach,,Switch,2017,
super smash bros. ultimate,CHARACTER_IN,pink gold peach,,Switch,2018,
mario kart tour,CHARACTER_IN,pink gold peach,,Mobile,2019,
mario golf,CHARACTER_IN,plum,human,GBC,1999,1.78
mario golf,CHARACTER_IN,plum,human,N64,1999,1.78
super smash bros. melee,CHARACTER_IN,plum,human,GC,2001,14.14
super smash bros. brawl,CHARACTER_IN,plum,human,Wii,2008,12.84
super mario 3d land,CHARACTER_IN,pom pom,boom boom,3DS,2011,10.81
super mario 3d world,CHARACTER_IN,pom pom,boom boom,WiiU,2013,4.32
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,pom pom,boom boom,WiiU,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,pom pom,boom boom,3DS,2016,0.8700000000000001
mario sports superstars,CHARACTER_IN,pom pom,boom boom,3DS,2017,
super mario party,CHARACTER_IN,pom pom,boom boom,Switch,2018,
super smash bros. ultimate,CHARACTER_IN,pom pom,boom boom,Switch,2018,
super mario maker 2,CHARACTER_IN,pom pom,boom boom,Switch,2019,
dr. mario world,CHARACTER_IN,pom pom,boom boom,Mobile,2019,
super mario 3d world + bowser's fury,CHARACTER_IN,pom pom,boom boom,Switch,2021,
super mario party jamboree,CHARACTER_IN,pom pom,boom boom,Switch,2024,
super mario land,CHARACTER_IN,princess daisy,human,GB,1989,18.14
super mario bros. print world,CHARACTER_IN,princess daisy,human,PC,1991,
nes open tournament golf,CHARACTER_IN,princess daisy,human,NES,1991,1.0
mario tennis,CHARACTER_IN,princess daisy,human,GBC,2000,3.59
mario tennis,CHARACTER_IN,princess daisy,human,N64,2000,3.59
mario party 3,CHARACTER_IN,princess daisy,human,N64,2000,1.91
super smash bros. melee,CHARACTER_IN,princess daisy,human,GC,2001,14.14
mario party 4,CHARACTER_IN,princess daisy,human,GC,2002,2.47
mario party-e,CHARACTER_IN,princess daisy,human,GBA,2003,
mario golf: toadstool tour,CHARACTER_IN,princess daisy,human,GC,2003,1.53
mario kart: double dash!!,CHARACTER_IN,princess daisy,human,GC,2003,13.9
mario party 5,CHARACTER_IN,princess daisy,human,GC,2003,2.08
mario golf: advance tour,CHARACTER_IN,princess daisy,human,GBA,2004,0.45
mario power tennis,CHARACTER_IN,princess daisy,human,GC,2004,1.22
mario party 6,CHARACTER_IN,princess daisy,human,GC,2004,1.65
yakuman ds,CHARACTER_IN,princess daisy,human,DS,2005,
mario superstar baseball,CHARACTER_IN,princess daisy,human,GC,2005,1.46
mario kart arcade gp,CHARACTER_IN,princess daisy,human,Arcade,2005,
mario party 7,CHARACTER_IN,princess daisy,human,GC,2005,1.57
mario kart ds,CHARACTER_IN,princess daisy,human,DS,2005,23.21
super mario strikers,CHARACTER_IN,princess daisy,human,GC,2005,1.61
super mario fushigi no korokoro party 2,CHARACTER_IN,princess daisy,human,Arcade,2005,
mario hoops 3-on-3,CHARACTER_IN,princess daisy,human,DS,2006,
mario kart arcade gp 2,CHARACTER_IN,princess daisy,human,Arcade,2007,
mario strikers charged,CHARACTER_IN,princess daisy,human,Wii,2007,2.58
mario party 8,CHARACTER_IN,princess daisy,human,Wii,2007,8.27
itadaki street ds,CHARACTER_IN,princess daisy,human,DS,2007,0.41
mario & sonic at the olympic games,CHARACTER_IN,princess daisy,human,Wii,2007,13.08
mario & sonic at the olympic games,CHARACTER_IN,princess daisy,human,DS,2008,13.08
mario party ds,CHARACTER_IN,princess daisy,human,DS,2007,8.91
super smash bros. brawl,CHARACTER_IN,princess daisy,human,Wii,2008,12.84
mario kart wii,CHARACTER_IN,princess daisy,human,Wii,2008,35.52
mario super sluggers,CHARACTER_IN,princess daisy,human,Wii,2008,1.89
new play control! mario power tennis,CHARACTER_IN,princess daisy,human,Wii,2009,1.46
mario & sonic at the olympic winter games,CHARACTER_IN,princess daisy,human,Wii,2009,7.99
mario & sonic at the olympic winter games,CHARACTER_IN,princess daisy,human,DS,2009,7.99
mario party fushigi no korokoro catcher,CHARACTER_IN,princess daisy,human,Arcade,2009,
mario sports mix,CHARACTER_IN,princess daisy,human,Wii,2010,2.08
mario & sonic at the london 2012 olympic games,CHARACTER_IN,princess daisy,human,Wii,2011,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,princess daisy,human,3DS,2012,4.9
fortune street,CHARACTER_IN,princess daisy,human,Wii,2011,0.48
mario kart 7,CHARACTER_IN,princess daisy,human,3DS,2011,12.66
mario party 9,CHARACTER_IN,princess daisy,human,Wii,2012,3.13
mario tennis open,CHARACTER_IN,princess daisy,human,3DS,2012,0.95
mario & sonic at the sochi 2014 olympic winter games,CHARACTER_IN,princess daisy,human,WiiU,2013,0.78
mario party: island tour,CHARACTER_IN,princess daisy,human,3DS,2013,1.92
mario golf: world tour,CHARACTER_IN,princess daisy,human,3DS,2014,0.48
mario kart 8,CHARACTER_IN,princess daisy,human,WiiU,2014,14.18
super smash bros. for nintendo 3ds,CHARACTER_IN,princess daisy,human,3DS,2014,
super smash bros. for wii u,CHARACTER_IN,princess daisy,human,WiiU,2014,
mario party 10,CHARACTER_IN,princess daisy,human,WiiU,2015,1.58
mario tennis: ultra smash,CHARACTER_IN,princess daisy,human,WiiU,2015,
mario & luigi: paper jam,CHARACTER_IN,princess daisy,human,3DS,2015,0.76
mario & sonic at the rio 2016 olympic games arcade edition,CHARACTER_IN,princess daisy,human,Arcade,2016,
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,princess daisy,human,WiiU,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,princess daisy,human,3DS,2016,0.8700000000000001
mario party: star rush,CHARACTER_IN,princess daisy,human,3DS,2016,0.3
mario sports superstars,CHARACTER_IN,princess daisy,human,3DS,2017,
mario kart 8 deluxe,CHARACTER_IN,princess daisy,human,Switch,2017,
minecraft: nintendo switch edition,CHARACTER_IN,princess daisy,human,Switch,2017,
mario party: the top 100,CHARACTER_IN,princess daisy,human,3DS,2017,
minecraft: bedrock edition,CHARACTER_IN,princess daisy,human,Switch,2018,
mario tennis aces,CHARACTER_IN,princess daisy,human,Switch,2018,
warioware gold,CHARACTER_IN,princess daisy,human,3DS,2018,
super mario party,CHARACTER_IN,princess daisy,human,Switch,2018,
super smash bros. ultimate,CHARACTER_IN,princess daisy,human,Switch,2018,
dr. mario world,CHARACTER_IN,princess daisy,human,Mobile,2019,
